listing_id,host_id,neighbourhood,room_type,property_type,bedrooms,bathrooms,accommodates,price_zar,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_score_rating,reviews_per_month,instant_bookable,last_review
1886,1612,Muizenberg,Shared room,Studio,3,3,6,558,5,30,156,220,4.8,31.43,f,2024-01-17
1887,1475,Muizenberg,Private room,House,2,2,4,450,1,365,100,205,3.92,5.86,t,2024-10-17
1888,1146,Muizenberg,Entire home/apt,Townhouse,5,4,10,1506,3,90,341,250,4.44,9.26,t,2024-05-03
1889,1344,Muizenberg,Private room,Loft,1,1,2,1215,1,90,19,70,4.9,2.5,t,2024-06-02
1890,1097,Muizenberg,Entire home/apt,Villa,1,1,2,1135,5,60,33,287,3.71,14.35,f,2024-12-16
1891,1636,Muizenberg,Shared room,Studio,2,2,4,385,1,30,57,251,3.71,9.3,f,2024-10-21
1892,1411,Muizenberg,Entire home/apt,Studio,3,3,6,1583,30,90,76,85,4.33,2.66,f,2024-04-03
1893,1537,Muizenberg,Shared room,Studio,3,2,6,600,2,1125,98,26,4.87,0.96,f,2024-06-27
1894,1648,Muizenberg,Entire home/apt,Guesthouse,3,3,6,1942,1,1125,118,132,3.99,16.5,f,2024-12-06
1895,1774,Muizenberg,Entire home/apt,House,3,2,6,1705,1,365,69,160,4.21,6.96,t,2024-07-31
1896,1395,Muizenberg,Private room,Apartment,2,2,4,575,1,90,243,128,4.81,6.74,t,2024-08-05
1897,1030,Muizenberg,Entire home/apt,Loft,1,1,2,1789,1,1125,335,217,4.83,19.73,t,2024-10-28
1898,1086,Muizenberg,Private room,Townhouse,1,1,2,1254,2,30,120,119,4.88,4.76,f,2024-02-07
1899,1344,Muizenberg,Private room,Apartment,5,4,10,709,2,60,346,159,4.56,8.37,f,2024-04-26
1900,1288,Muizenberg,Shared room,House,1,1,2,300,3,1125,176,110,4.78,13.75,f,2024-11-28
1901,1249,Muizenberg,Entire home/apt,Guesthouse,1,1,2,1755,5,30,347,311,4.74,28.27,t,2024-02-24
1902,1786,Muizenberg,Entire home/apt,Studio,3,2,6,1615,7,365,94,185,4.88,23.12,t,2024-06-18
1903,1265,Muizenberg,Entire home/apt,House,1,1,2,1064,2,90,127,321,4.15,12.84,f,2024-04-25
1904,1681,Muizenberg,Entire home/apt,Townhouse,1,1,2,1695,30,30,347,80,4.46,5.0,t,2024-07-27
1905,1620,Muizenberg,Entire home/apt,House,1,1,2,1061,5,30,231,239,3.82,21.73,t,2024-08-06
1906,1501,Muizenberg,Entire home/apt,House,1,1,2,1749,2,30,303,257,4.32,14.28,t,2024-06-13
1907,1797,Muizenberg,Private room,Cottage,2,2,4,401,1,90,70,222,4.35,8.22,f,2024-09-06
1908,1610,Muizenberg,Entire home/apt,Townhouse,5,5,10,1614,5,60,28,177,3.88,11.06,t,2024-01-06
1909,1387,Muizenberg,Entire home/apt,Loft,1,1,2,1756,30,1125,313,330,4.71,27.5,f,2024-11-22
1910,1516,Muizenberg,Entire home/apt,Guesthouse,1,1,2,2581,7,30,121,161,4.89,23.0,f,2024-01-05
1911,1707,Muizenberg,Private room,Cottage,2,1,4,1017,3,30,274,350,4.91,35.0,t,2024-08-05
1912,1563,Muizenberg,Private room,House,1,1,2,1265,2,30,24,124,4.96,7.75,t,2024-05-04
1913,1559,Muizenberg,Entire home/apt,Villa,3,3,6,2348,2,30,50,51,3.85,1.89,t,2024-07-04
1914,1758,Muizenberg,Entire home/apt,House,2,2,4,1795,7,1125,62,281,4.92,10.81,f,2024-04-23
1915,1693,Muizenberg,Private room,Apartment,1,1,2,834,2,365,307,289,4.7,9.97,f,2024-11-27
1916,1044,Muizenberg,Private room,Apartment,4,3,8,300,2,30,131,23,4.55,2.56,t,2024-08-30
1917,1276,Muizenberg,Entire home/apt,Loft,5,4,10,1553,1,1125,310,123,4.8,11.18,t,2024-08-22
1918,1800,Muizenberg,Entire home/apt,Townhouse,3,3,6,1310,3,90,185,56,4.78,3.29,f,2024-11-06
1919,1347,Muizenberg,Private room,Guesthouse,2,2,4,559,2,365,219,176,4.25,13.54,f,2024-08-16
1920,1514,Muizenberg,Shared room,Loft,1,1,2,1068,2,365,123,345,4.38,19.17,t,2024-03-09
1921,1795,Muizenberg,Shared room,Cottage,4,4,8,365,1,90,186,195,4.24,9.75,t,2024-04-10
1922,1170,Muizenberg,Private room,House,5,5,10,369,3,365,35,23,3.95,0.74,f,2024-07-14
1923,1001,Muizenberg,Entire home/apt,Villa,5,5,10,2149,1,365,213,111,4.67,4.11,f,2024-03-30
1924,1524,Muizenberg,Shared room,House,1,1,2,702,7,1125,215,151,3.81,4.31,f,2024-05-14
1925,1321,Muizenberg,Private room,Guesthouse,1,1,2,1123,30,30,110,198,4.07,8.61,t,2024-01-02
1926,1700,Muizenberg,Entire home/apt,Townhouse,3,3,6,797,7,60,353,249,4.76,8.3,f,2024-10-22
1927,1117,Muizenberg,Entire home/apt,House,2,1,4,2379,1,365,168,304,4.4,21.71,t,2024-01-23
1928,1593,Muizenberg,Entire home/apt,Apartment,1,1,2,1376,30,60,65,74,4.27,5.29,f,2024-03-04
1929,1117,Muizenberg,Private room,Cottage,2,1,4,1031,1,365,171,274,4.9,12.45,f,2024-10-22
1930,1640,Muizenberg,Private room,Townhouse,3,3,6,1729,5,60,69,229,3.66,25.44,t,2024-05-22
1931,1365,Muizenberg,Private room,Loft,4,4,8,1582,1,30,221,213,3.62,17.75,f,2024-07-27
1932,1097,Muizenberg,Entire home/apt,House,1,1,2,1208,5,90,229,102,4.73,3.52,f,2024-02-22
1933,1500,Muizenberg,Private room,Loft,3,3,6,300,1,1125,108,111,4.29,3.96,t,2024-07-19
1934,1782,Muizenberg,Private room,House,2,2,4,1292,30,30,218,58,4.99,3.41,t,2024-12-15
1935,1708,Muizenberg,Shared room,House,2,1,4,376,1,60,39,113,4.84,3.42,f,2024-05-17
1936,1318,Muizenberg,Private room,Townhouse,1,1,2,519,2,365,344,23,3.75,1.35,f,2024-07-09
1937,1712,Muizenberg,Private room,Guesthouse,3,3,6,968,1,60,246,174,4.78,6.0,t,2024-11-05
1938,1796,Muizenberg,Shared room,Studio,2,2,4,300,30,90,35,164,4.95,5.86,t,2024-06-14
1939,1506,Muizenberg,Private room,Guesthouse,1,1,2,1000,1,60,361,130,3.78,4.19,t,2024-03-03
1940,1268,Muizenberg,Shared room,Studio,4,3,8,346,1,60,284,306,4.78,23.54,t,2024-06-09
1941,1249,Stellenbosch,Private room,Apartment,2,1,4,1135,7,1125,338,308,4.61,10.27,t,2024-11-29
1942,1372,Stellenbosch,Private room,Townhouse,4,3,8,407,2,90,16,156,4.34,5.38,t,2024-12-25
1943,1337,Stellenbosch,Entire home/apt,Apartment,5,4,10,2441,7,1125,32,96,3.6,8.0,t,2024-11-14
1944,1030,Stellenbosch,Private room,Cottage,2,2,4,1123,1,365,336,231,3.84,15.4,t,2024-12-27
1945,1662,Stellenbosch,Entire home/apt,House,3,2,6,2090,1,1125,268,87,4.96,2.72,t,2024-02-01
1946,1445,Stellenbosch,Private room,Studio,2,1,4,307,1,30,278,120,4.73,3.87,f,2024-05-28
1947,1278,Stellenbosch,Entire home/apt,House,2,2,4,2564,2,90,125,283,4.94,9.43,f,2024-01-04
1948,1719,Stellenbosch,Shared room,Apartment,3,3,6,353,7,30,172,179,4.12,12.79,t,2024-11-09
1949,1360,Stellenbosch,Private room,House,3,3,6,1137,2,365,19,253,4.8,7.91,t,2024-06-02
1950,1058,Stellenbosch,Entire home/apt,Loft,1,1,2,1654,7,30,341,319,4.85,10.63,t,2024-01-14
1951,1632,Stellenbosch,Shared room,Villa,2,2,4,477,2,30,324,163,4.99,12.54,f,2024-07-14
1952,1434,Stellenbosch,Shared room,Townhouse,4,4,8,493,2,1125,177,339,3.85,14.74,f,2024-02-17
1953,1641,Stellenbosch,Private room,Loft,3,3,6,300,1,1125,118,33,4.94,2.2,t,2024-05-23
1954,1435,Stellenbosch,Shared room,House,2,2,4,622,3,365,97,193,4.76,12.87,t,2024-05-01
1955,1756,Stellenbosch,Entire home/apt,Loft,2,1,4,2684,7,1125,130,52,4.6,2.36,f,2024-07-04
1956,1181,Stellenbosch,Entire home/apt,Guesthouse,2,2,4,2042,5,90,10,287,4.83,23.92,f,2024-01-12
1957,1649,Stellenbosch,Private room,Loft,3,2,6,379,3,365,323,286,4.96,22.0,f,2024-11-05
1958,1616,Stellenbosch,Private room,Apartment,3,2,6,1102,7,90,22,165,4.78,18.33,t,2024-01-03
1959,1521,Stellenbosch,Entire home/apt,Cottage,3,3,6,2276,3,90,312,281,4.89,10.41,f,2024-09-21
1960,1626,Stellenbosch,Private room,Townhouse,4,3,8,1040,30,30,209,275,4.55,13.75,t,2024-08-09
1961,1637,Stellenbosch,Private room,Cottage,1,1,2,776,1,30,110,133,4.94,9.5,f,2024-02-22
1962,1429,Stellenbosch,Entire home/apt,Guesthouse,4,3,8,1691,1,90,39,183,4.31,8.32,f,2024-01-11
1963,1300,Stellenbosch,Shared room,Villa,1,1,2,300,2,90,355,339,3.81,9.42,f,2024-11-08
1964,1020,Stellenbosch,Shared room,Villa,4,3,8,673,1,90,209,167,4.11,5.96,t,2024-09-05
1965,1183,Stellenbosch,Entire home/apt,Loft,3,2,6,1166,1,365,359,135,4.86,12.27,f,2024-08-16
1966,1339,Stellenbosch,Entire home/apt,Apartment,3,3,6,1632,5,365,219,66,4.62,2.2,f,2024-06-03
1967,1530,Stellenbosch,Private room,Villa,1,1,2,1528,7,1125,26,127,4.51,10.58,f,2024-09-19
1968,1023,Stellenbosch,Entire home/apt,Apartment,2,2,4,2535,30,1125,295,43,4.81,2.69,t,2024-11-08
1969,1659,Stellenbosch,Shared room,Loft,2,1,4,300,2,365,235,150,4.81,8.33,f,2024-01-25
1970,1053,Stellenbosch,Entire home/apt,House,4,3,8,1290,2,90,155,75,4.9,6.25,f,2024-07-25
1971,1239,Stellenbosch,Private room,Apartment,4,4,8,688,2,60,113,125,4.06,4.63,f,2024-02-15
1972,1128,Stellenbosch,Private room,Cottage,1,1,2,1211,3,90,236,112,4.19,5.89,t,2024-12-11
1973,1456,Stellenbosch,Private room,Loft,2,1,4,300,1,1125,314,200,4.85,8.7,f,2024-09-10
1974,1628,Stellenbosch,Entire home/apt,Villa,5,4,10,1775,2,90,257,191,4.57,19.1,f,2024-04-07
1975,1772,Stellenbosch,Private room,House,5,4,10,596,7,365,214,14,4.34,0.93,t,2024-05-15
1976,1432,Stellenbosch,Entire home/apt,Cottage,1,1,2,2396,1,90,305,245,4.17,20.42,f,2024-02-15
1977,1668,Stellenbosch,Entire home/apt,House,3,3,6,1045,1,30,329,106,4.58,4.42,f,2024-01-18
1978,1154,Stellenbosch,Private room,House,3,2,6,851,3,90,125,259,4.29,7.19,f,2024-12-01
1979,1185,Stellenbosch,Shared room,House,4,4,8,300,7,365,16,175,4.45,5.0,t,2024-01-19
1980,1755,Stellenbosch,Entire home/apt,Apartment,5,5,10,2461,1,60,157,292,4.88,9.73,f,2024-08-03
1981,1514,Stellenbosch,Entire home/apt,Townhouse,1,1,2,2068,5,30,44,306,4.32,11.33,f,2024-09-14
1982,1412,Stellenbosch,Entire home/apt,Guesthouse,5,5,10,1536,3,90,240,141,4.17,4.03,t,2024-09-18
1983,1001,Stellenbosch,Shared room,Villa,4,3,8,744,7,365,343,342,4.48,11.03,f,2024-10-07
1984,1378,Stellenbosch,Entire home/apt,Guesthouse,1,1,2,1625,5,30,269,68,4.46,8.5,f,2024-03-25
1985,1748,Stellenbosch,Shared room,House,2,2,4,809,30,365,146,1,4.78,0.06,f,2024-09-03
1986,1179,Stellenbosch,Shared room,House,2,2,4,300,3,30,181,216,3.6,6.35,t,2024-09-29
1987,1315,Stellenbosch,Private room,Cottage,4,4,8,1284,2,1125,302,248,4.95,17.71,f,2024-09-13
1988,1310,Stellenbosch,Entire home/apt,House,2,2,4,1996,2,90,310,153,4.78,17.0,t,2024-12-10
1989,1661,Stellenbosch,Entire home/apt,House,2,1,4,3267,1,1125,349,246,4.55,7.45,f,2024-07-30
1990,1209,Stellenbosch,Entire home/apt,Apartment,5,5,10,1776,5,30,258,48,4.51,8.0,t,2024-06-30
1991,1791,Stellenbosch,Private room,Studio,3,3,6,982,5,60,318,214,4.98,7.13,f,2024-11-22
1992,1336,Stellenbosch,Entire home/apt,Studio,1,1,2,1584,3,30,87,308,4.96,13.39,f,2024-06-18
1993,1777,Stellenbosch,Entire home/apt,Townhouse,1,1,2,1801,2,1125,105,176,4.91,19.56,t,2024-06-08
1994,1750,Stellenbosch,Private room,Apartment,1,1,2,300,1,90,197,21,3.78,2.1,t,2024-06-08
1995,1589,Stellenbosch,Entire home/apt,Cottage,1,1,2,2009,1,1125,52,189,3.76,8.59,f,2024-03-20
1996,1303,Stellenbosch,Private room,Guesthouse,2,2,4,1414,2,60,42,44,4.8,1.69,f,2024-07-04
1997,1229,Stellenbosch,Entire home/apt,Apartment,1,1,2,1978,1,90,151,164,3.52,8.2,t,2024-12-09
1998,1759,Stellenbosch,Shared room,Guesthouse,1,1,2,300,3,90,163,315,4.18,10.86,f,2024-05-01
1999,1123,Stellenbosch,Shared room,Loft,3,3,6,300,1,60,208,155,4.98,4.7,f,2024-06-23
2000,1085,Stellenbosch,Entire home/apt,Townhouse,1,1,2,706,1,365,53,350,4.88,12.07,f,2024-11-24
2001,1652,Stellenbosch,Private room,House,1,1,2,1250,3,60,63,269,4.82,26.9,f,2024-09-14
2002,1512,Stellenbosch,Entire home/apt,Studio,2,1,4,1347,2,365,316,324,4.35,18.0,t,2024-01-16
2003,1587,Stellenbosch,Private room,Apartment,2,2,4,797,1,90,291,254,3.85,9.41,f,2024-09-09
2004,1051,Stellenbosch,Entire home/apt,House,2,2,4,1730,2,30,23,233,4.94,8.63,f,2024-05-16
2005,1261,Stellenbosch,Private room,House,3,2,6,1479,1,60,312,65,4.02,4.33,f,2024-04-05
2006,1658,Stellenbosch,Shared room,Apartment,1,1,2,398,7,30,194,262,4.71,11.39,t,2024-03-29
2007,1308,Stellenbosch,Entire home/apt,Cottage,3,2,6,2164,30,365,354,183,4.99,5.08,f,2024-01-22
2008,1650,Stellenbosch,Shared room,Loft,1,1,2,605,7,365,352,42,4.78,6.0,t,2024-07-18
2009,1226,Stellenbosch,Entire home/apt,Loft,3,2,6,2411,30,365,177,68,4.14,1.94,t,2024-02-07
2010,1427,Stellenbosch,Entire home/apt,House,4,4,8,1692,1,30,50,26,4.7,0.79,t,2024-10-11
2011,1604,Stellenbosch,Private room,Villa,1,1,2,1651,1,1125,315,246,3.52,11.18,t,2024-04-16
2012,1534,Stellenbosch,Entire home/apt,Townhouse,1,1,2,906,2,1125,86,131,4.93,5.46,f,2024-06-06
2013,1749,Stellenbosch,Entire home/apt,Apartment,1,1,2,2185,2,90,225,288,4.74,22.15,f,2024-02-17
2014,1058,Stellenbosch,Shared room,Townhouse,4,3,8,300,2,60,336,327,4.6,15.57,t,2024-10-11
2015,1767,Stellenbosch,Entire home/apt,Guesthouse,4,3,8,1578,7,60,303,270,4.84,15.88,t,2024-03-22
2016,1779,Stellenbosch,Private room,Apartment,2,2,4,1066,2,60,191,0,,0.0,t,
2017,1698,Stellenbosch,Private room,Guesthouse,3,2,6,1062,7,365,257,152,3.53,4.22,f,2024-05-22
2018,1752,Stellenbosch,Entire home/apt,Villa,2,1,4,2072,30,90,75,137,3.62,8.06,t,2024-02-11
2019,1727,Stellenbosch,Private room,Studio,3,3,6,300,30,90,275,350,4.56,9.72,f,2024-02-14
2020,1540,Stellenbosch,Shared room,Guesthouse,1,1,2,1012,7,365,165,149,4.64,4.66,t,2024-11-11
2021,1230,Stellenbosch,Private room,Villa,5,4,10,404,5,90,36,171,4.65,5.7,f,2024-06-08
2022,1438,Stellenbosch,Entire home/apt,House,4,4,8,1454,1,1125,105,306,4.03,13.91,t,2024-02-01
2023,1088,Stellenbosch,Entire home/apt,Studio,4,3,8,2087,2,60,143,19,3.72,0.86,f,2024-10-04
2024,1615,Stellenbosch,Shared room,House,2,1,4,300,7,365,283,339,4.71,13.04,f,2024-08-11
2025,1519,Stellenbosch,Shared room,Apartment,1,1,2,498,1,60,100,324,4.86,14.09,t,2024-02-06
2026,1384,Stellenbosch,Entire home/apt,Loft,2,1,4,829,7,365,53,123,4.89,7.69,f,2024-05-19
2027,1158,Stellenbosch,Private room,Guesthouse,1,1,2,937,7,365,136,299,4.98,9.34,f,2024-11-20
2028,1645,Stellenbosch,Shared room,Studio,2,2,4,458,7,90,319,24,4.36,2.67,t,2024-12-29
2029,1700,Stellenbosch,Private room,House,3,2,6,580,1,60,43,320,4.82,8.89,f,2024-06-13
2030,1690,Stellenbosch,Shared room,Cottage,2,1,4,300,5,90,281,10,3.71,0.29,t,2024-07-16
2031,1380,Stellenbosch,Entire home/apt,Guesthouse,4,3,8,1704,3,90,202,310,4.7,13.48,t,2024-09-03
2032,1714,Stellenbosch,Entire home/apt,Townhouse,1,1,2,1783,1,365,247,288,4.06,36.0,t,2024-10-20
2033,1619,Stellenbosch,Shared room,House,3,2,6,300,2,30,219,157,4.98,6.28,t,2024-09-23
2034,1345,Stellenbosch,Shared room,Townhouse,2,1,4,300,3,365,227,329,4.15,18.28,f,2024-10-25
2035,1311,Stellenbosch,Entire home/apt,Townhouse,5,4,10,2517,2,90,113,166,5.0,8.74,f,2024-12-02
2036,1578,Stellenbosch,Private room,House,1,1,2,522,1,1125,136,210,4.93,6.36,t,2024-09-06
2037,1355,Stellenbosch,Private room,House,2,1,4,710,30,365,63,57,5.0,2.11,t,2024-02-26
2038,1466,Stellenbosch,Entire home/apt,House,3,2,6,715,3,60,339,236,3.61,6.94,f,2024-12-21
2039,1375,Stellenbosch,Private room,Cottage,5,4,10,1527,7,90,53,180,4.77,12.86,f,2024-06-07
2040,1384,Stellenbosch,Entire home/apt,Cottage,4,4,8,1590,5,60,121,332,4.79,14.43,f,2024-07-09
2041,1768,Stellenbosch,Entire home/apt,Townhouse,1,1,2,1844,30,1125,154,345,4.75,20.29,t,2024-11-30
2042,1792,Stellenbosch,Private room,Villa,4,4,8,1314,2,365,85,271,4.77,9.34,f,2024-08-15
2043,1258,Stellenbosch,Entire home/apt,Guesthouse,3,2,6,1495,1,90,252,52,4.9,2.48,t,2024-05-28
2044,1349,Stellenbosch,Entire home/apt,Apartment,3,3,6,2233,30,90,190,292,4.57,16.22,t,2024-03-03
2045,1104,Stellenbosch,Private room,Apartment,1,1,2,300,30,90,315,198,4.9,7.33,t,2024-02-23
2046,1587,Stellenbosch,Private room,Villa,1,1,2,1057,30,1125,221,235,4.55,21.36,f,2024-06-09
2047,1113,Stellenbosch,Shared room,Studio,1,1,2,1067,7,365,205,79,4.52,4.65,t,2024-08-07
2048,1365,Stellenbosch,Private room,Loft,2,1,4,548,1,365,29,344,4.18,34.4,t,2024-05-18
2049,1110,Stellenbosch,Entire home/apt,House,2,2,4,2303,1,90,97,176,4.71,8.8,f,2024-03-25
2050,1443,Stellenbosch,Private room,Guesthouse,3,3,6,1635,5,365,364,116,4.66,4.83,f,2024-08-14
2051,1201,Stellenbosch,Entire home/apt,Apartment,3,3,6,1685,30,60,186,11,4.66,0.58,f,2024-10-14
2052,1179,Stellenbosch,Entire home/apt,Studio,4,4,8,1648,7,60,241,262,4.71,7.28,f,2024-12-28
2053,1400,Stellenbosch,Entire home/apt,Guesthouse,2,2,4,1395,1,60,344,267,3.69,22.25,t,2024-02-08
2054,1387,Stellenbosch,Entire home/apt,Apartment,2,2,4,1570,30,1125,290,81,4.94,8.1,f,2024-11-12
2055,1463,Stellenbosch,Entire home/apt,Villa,4,3,8,1433,7,90,358,163,3.82,9.59,f,2024-05-23
2056,1792,Stellenbosch,Entire home/apt,Loft,1,1,2,1395,1,60,195,49,4.98,4.08,t,2024-12-17
2057,1664,Stellenbosch,Entire home/apt,Loft,2,2,4,2339,2,365,219,282,4.85,9.4,t,2024-10-01
2058,1392,Stellenbosch,Entire home/apt,House,5,5,10,1444,1,30,133,133,4.49,10.23,t,2024-05-04
2059,1114,Stellenbosch,Entire home/apt,House,3,2,6,1916,2,1125,106,49,4.87,8.17,t,2024-01-01
2060,1299,Stellenbosch,Private room,Cottage,5,4,10,827,1,1125,5,202,4.99,7.48,f,2024-08-10
2061,1148,Bloubergstrand,Entire home/apt,Townhouse,2,1,4,2749,1,365,215,193,4.48,6.89,t,2024-11-21
2062,1151,Bloubergstrand,Private room,Apartment,2,1,4,648,7,1125,25,255,4.49,28.33,f,2024-10-21
2063,1166,Bloubergstrand,Entire home/apt,Guesthouse,1,1,2,2190,5,365,131,343,4.88,17.15,f,2024-02-25
2064,1736,Bloubergstrand,Private room,House,1,1,2,1295,7,90,291,165,3.55,6.88,f,2024-11-26
2065,1678,Bloubergstrand,Entire home/apt,Apartment,2,1,4,2744,1,30,282,172,4.72,5.21,f,2024-10-13
2066,1146,Bloubergstrand,Private room,Townhouse,1,1,2,641,30,30,236,278,4.78,30.89,f,2024-05-06
2067,1747,Bloubergstrand,Entire home/apt,House,2,1,4,1691,2,365,1,203,3.71,22.56,f,2024-10-19
2068,1467,Bloubergstrand,Shared room,Studio,1,1,2,300,1,60,308,261,3.85,8.7,f,2024-10-06
2069,1655,Bloubergstrand,Entire home/apt,Apartment,3,3,6,3118,7,90,229,318,4.77,10.26,f,2024-02-13
2070,1387,Bloubergstrand,Private room,Townhouse,3,3,6,1592,5,30,13,129,4.96,4.45,t,2024-06-04
2071,1251,Bloubergstrand,Entire home/apt,House,1,1,2,1978,5,90,262,278,4.99,11.58,f,2024-10-16
2072,1777,Bloubergstrand,Private room,Townhouse,1,1,2,1865,1,365,252,173,3.62,8.24,t,2024-04-08
2073,1059,Bloubergstrand,Entire home/apt,Townhouse,3,2,6,1949,1,60,129,231,4.87,8.25,f,2024-01-03
2074,1554,Bloubergstrand,Entire home/apt,House,1,1,2,2362,2,60,229,129,4.08,9.21,t,2024-10-12
2075,1447,Bloubergstrand,Private room,Apartment,4,4,8,905,7,90,114,341,3.97,9.47,f,2024-12-12
2076,1781,Bloubergstrand,Shared room,Cottage,2,2,4,598,1,60,115,327,3.77,13.62,f,2024-08-19
2077,1349,Bloubergstrand,Entire home/apt,Apartment,5,5,10,2145,3,1125,143,135,4.85,4.09,t,2024-10-27
2078,1120,Bloubergstrand,Entire home/apt,Loft,5,5,10,1787,5,365,10,111,4.78,3.36,f,2024-03-24
2079,1369,Bloubergstrand,Private room,Townhouse,1,1,2,1446,30,365,60,298,3.66,42.57,f,2024-10-21
2080,1371,Bloubergstrand,Private room,Villa,4,3,8,1257,7,90,236,230,4.74,9.58,f,2024-03-18
2081,1304,Bloubergstrand,Entire home/apt,Loft,4,3,8,2513,3,30,104,107,4.37,4.28,f,2024-12-16
2082,1445,Bloubergstrand,Private room,Guesthouse,3,3,6,1060,7,30,111,5,4.28,0.14,f,2024-10-07
2083,1452,Bloubergstrand,Private room,Cottage,1,1,2,446,5,365,20,226,4.64,18.83,f,2024-03-14
2084,1189,Bloubergstrand,Private room,Cottage,2,2,4,1754,1,30,224,301,4.64,17.71,t,2024-03-07
2085,1034,Bloubergstrand,Private room,Guesthouse,4,4,8,768,3,60,83,338,4.77,12.52,t,2024-01-27
2086,1259,Bloubergstrand,Entire home/apt,Villa,2,1,4,2182,1,365,362,117,4.83,3.66,f,2024-10-16
2087,1409,Bloubergstrand,Entire home/apt,Townhouse,2,1,4,2317,2,60,174,1,4.16,0.03,f,2024-06-14
2088,1352,Bloubergstrand,Entire home/apt,House,3,2,6,2178,1,30,195,258,4.96,18.43,f,2024-09-28
2089,1799,Bloubergstrand,Private room,Studio,3,3,6,1357,1,30,296,245,4.89,8.17,t,2024-05-11
2090,1147,Bloubergstrand,Entire home/apt,Loft,3,3,6,2536,5,60,227,159,4.82,10.6,t,2024-07-05
2091,1564,Bloubergstrand,Entire home/apt,Loft,1,1,2,1887,7,30,347,217,3.77,16.69,t,2024-03-27
2092,1036,Bloubergstrand,Entire home/apt,Apartment,2,1,4,2812,7,365,106,246,4.93,8.2,t,2024-10-03
2093,1509,Bloubergstrand,Private room,House,5,5,10,766,3,60,158,265,4.87,8.55,f,2024-03-29
2094,1592,Bloubergstrand,Private room,Guesthouse,1,1,2,1068,3,30,218,341,3.51,28.42,t,2024-10-04
2095,1332,Bloubergstrand,Private room,Apartment,1,1,2,706,2,1125,249,9,3.97,0.33,t,2024-03-17
2096,1771,Bloubergstrand,Entire home/apt,Apartment,2,2,4,1663,30,90,152,335,4.05,23.93,t,2024-07-22
2097,1713,Bloubergstrand,Entire home/apt,Apartment,5,5,10,2522,3,365,212,337,3.7,16.85,f,2024-11-28
2098,1176,Bloubergstrand,Shared room,Guesthouse,1,1,2,1960,3,90,87,182,4.74,14.0,f,2024-01-29
2099,1194,Bloubergstrand,Private room,House,3,3,6,719,5,1125,252,277,4.74,21.31,t,2024-07-22
2100,1266,Bloubergstrand,Private room,Studio,1,1,2,1507,2,60,68,45,4.1,5.62,f,2024-12-05
2101,1636,Bloubergstrand,Private room,Cottage,3,3,6,737,1,90,22,51,4.58,2.12,f,2024-09-11
2102,1633,Bloubergstrand,Private room,House,5,4,10,894,1,1125,66,14,3.57,0.42,t,2024-10-08
2103,1722,Bloubergstrand,Shared room,House,3,2,6,1278,1,90,294,116,4.89,9.67,f,2024-10-26
2104,1352,Bloubergstrand,Entire home/apt,Loft,2,1,4,1463,5,30,39,52,4.14,4.33,f,2024-02-12
2105,1343,Bloubergstrand,Entire home/apt,Cottage,2,1,4,1330,1,90,93,238,3.95,7.68,f,2024-05-01
2106,1355,Bloubergstrand,Private room,Townhouse,4,4,8,856,2,30,91,66,4.79,2.75,f,2024-08-18
2107,1492,Bloubergstrand,Entire home/apt,House,4,3,8,2331,3,60,325,236,3.96,9.08,f,2024-06-04
2108,1619,Bloubergstrand,Private room,Guesthouse,5,4,10,1131,30,30,172,84,4.86,2.8,f,2024-04-24
2109,1586,Bloubergstrand,Private room,Apartment,1,1,2,1080,3,1125,331,314,3.53,20.93,t,2024-05-30
2110,1032,Bloubergstrand,Private room,Apartment,4,3,8,917,1,1125,33,320,4.13,18.82,f,2024-04-26
2111,1416,Bloubergstrand,Private room,Guesthouse,4,4,8,1293,2,90,133,85,4.88,2.43,t,2024-04-23
2112,1736,Bloubergstrand,Private room,Villa,2,2,4,300,1,90,75,43,4.84,4.78,t,2024-08-23
2113,1265,Bloubergstrand,Entire home/apt,Cottage,2,1,4,1624,7,1125,6,33,4.82,1.27,t,2024-09-24
2114,1223,Bloubergstrand,Entire home/apt,Studio,2,1,4,1953,30,90,83,114,3.74,4.96,t,2024-11-27
2115,1489,Bloubergstrand,Entire home/apt,Apartment,4,3,8,2352,2,1125,10,246,4.68,22.36,f,2024-03-24
2116,1413,Bloubergstrand,Shared room,Studio,3,3,6,1144,1,60,73,120,4.41,20.0,t,2024-12-26
2117,1417,Bloubergstrand,Shared room,Apartment,1,1,2,300,3,60,231,232,4.25,17.85,f,2024-06-11
2118,1181,Bloubergstrand,Entire home/apt,House,1,1,2,2728,7,1125,252,145,4.4,5.0,t,2024-08-09
2119,1585,Bloubergstrand,Private room,House,3,3,6,673,3,60,350,137,4.36,5.71,t,2024-05-21
2120,1605,Bloubergstrand,Entire home/apt,House,2,1,4,1935,2,1125,240,343,4.34,26.38,f,2024-08-21
2121,1101,Bloubergstrand,Entire home/apt,House,2,2,4,2290,1,365,119,261,3.92,20.08,t,2024-01-26
2122,1184,Bloubergstrand,Entire home/apt,House,2,1,4,1898,30,90,11,51,4.45,2.22,f,2024-04-07
2123,1236,Bloubergstrand,Shared room,Studio,5,5,10,955,5,30,204,123,4.71,9.46,t,2024-06-16
